student_id,name,age,quiz_score_1,quiz_score_2,quiz_score_3,assignment_score_1,assignment_score_2,math_engagement_time,science_engagement_time,history_engagement_time,login_frequency,content_completion_rate,learning_style_auditory,learning_style_kinesthetic,learning_style_visual,cluster,recommendation
30,John Flores,0.36363636363636354,0.693877551020408,0.36734693877551017,0.40816326530612224,0.8163265306122447,0.1020408163265305,0.7706422018348624,0.30275229357798167,0.9266055045871561,0.375,0.7551020408163263,False,False,True,2,Remedial Support
31,Danielle Evans,0.2727272727272727,0.16326530612244894,0.5918367346938773,0.26530612244897944,0.204081632653061,0.26530612244897944,0.9266055045871561,0.29357798165137616,0.45871559633027525,0.125,0.06122448979591821,False,True,False,1,Balanced Materials
32,Justin Harris,0.909090909090909,0.9999999999999998,0.2857142857142856,0.06122448979591821,0.3265306122448979,0.8775510204081631,0.26605504587155965,0.9633027522935781,0.9908256880733947,0.75,0.06122448979591821,True,False,False,0,Advanced Resources
33,Samantha Pham,0.0,0.020408163265305923,0.2448979591836733,0.6530612244897958,0.7959183673469385,0.510204081632653,0.11926605504587157,0.9908256880733947,0.4954128440366973,0.875,0.3265306122448979,True,False,False,0,Advanced Resources
34,Daniel Johnson,0.7272727272727273,0.4897959183673468,0.4489795918367345,0.4489795918367345,0.020408163265305923,0.9591836734693875,0.8348623853211009,0.5412844036697247,0.5688073394495413,0.875,0.3877551020408161,False,False,True,2,Remedial Support
35,Kayla Molina,0.0,0.693877551020408,0.020408163265305923,0.2448979591836733,0.204081632653061,0.9183673469387754,0.1926605504587156,0.6055045871559633,1.0,0.0,0.510204081632653,True,False,False,0,Advanced Resources
36,Michael Byrd,0.9999999999999998,0.4897959183673468,0.26530612244897944,0.9183673469387754,0.3877551020408161,0.7551020408163263,0.6330275229357799,0.889908256880734,0.6880733944954128,0.75,0.1428571428571428,False,False,True,2,Remedial Support
37,Joshua Underwood,0.8181818181818181,0.6734693877551019,0.6122448979591835,0.5714285714285712,0.9387755102040816,0.8775510204081631,0.22018348623853212,0.7706422018348624,0.3577981651376147,0.5,0.5510204081632653,False,True,False,1,Balanced Materials
38,Karen Hahn,0.909090909090909,0.5306122448979591,0.0,0.5510204081632653,0.46938775510204067,0.1428571428571428,0.9633027522935781,0.9908256880733947,0.5871559633027523,0.125,0.1428571428571428,False,False,True,2,Remedial Support
39,Stephanie Martinez,0.8181818181818181,0.26530612244897944,0.8979591836734693,0.7755102040816324,0.204081632653061,0.5510204081632653,0.4862385321100918,0.81651376146789,0.7247706422018348,0.0,0.9387755102040816,False,True,False,1,Balanced Materials
40,Andrea Brown,0.36363636363636354,0.0,0.1020408163265305,0.6530612244897958,0.510204081632653,0.4285714285714284,0.9908256880733947,0.6697247706422019,0.1743119266055046,1.0,0.5306122448979591,False,True,False,1,Balanced Materials
41,Oscar Sanchez,0.909090909090909,0.04081632653061207,0.12244897959183665,0.6122448979591835,0.8367346938775508,0.9795918367346936,0.3486238532110092,0.13761467889908258,0.9724770642201835,0.75,0.346938775510204,False,True,False,1,Balanced Materials
42,Francisco Wallace,0.45454545454545436,0.204081632653061,0.346938775510204,0.8775510204081631,0.7959183673469385,0.2448979591836733,0.5045871559633027,0.743119266055046,0.5963302752293579,0.125,0.0,True,False,False,0,Advanced Resources
43,Brandon Hill,0.5454545454545452,0.6326530612244896,0.3265306122448979,0.18367346938775508,0.06122448979591821,0.2857142857142856,0.45871559633027525,0.8990825688073395,0.027522935779816515,0.25,0.36734693877551017,True,False,False,0,Advanced Resources
44,Anthony Robles,0.7272727272727273,0.2448979591836733,0.8367346938775508,0.5306122448979591,0.8979591836734693,0.26530612244897944,0.01834862385321101,0.1743119266055046,0.5412844036697247,0.125,0.6326530612244896,True,False,False,0,Advanced Resources
45,Robin Barrett,0.2727272727272727,0.08163265306122436,0.510204081632653,0.3265306122448979,0.4897959183673468,0.8979591836734693,0.8440366972477065,0.7247706422018348,0.7889908256880734,0.25,0.3265306122448979,True,False,False,0,Advanced Resources
46,Mrs. Lisa Medina DVM,0.36363636363636354,0.9387755102040816,0.06122448979591821,0.18367346938775508,0.36734693877551017,0.06122448979591821,0.6513761467889908,0.7706422018348624,0.11009174311926606,0.0,0.9795918367346936,False,False,True,2,Remedial Support
47,Emily Malone,0.18181818181818188,0.4489795918367345,0.693877551020408,0.8367346938775508,0.1428571428571428,0.2857142857142856,0.4862385321100918,0.779816513761468,0.13761467889908258,1.0,0.6530612244897958,False,True,False,1,Balanced Materials
48,Veronica Prince,0.5454545454545452,0.4489795918367345,0.08163265306122436,0.26530612244897944,0.8979591836734693,0.5510204081632653,0.8348623853211009,0.12844036697247707,0.009174311926605505,0.0,0.8775510204081631,False,True,False,1,Balanced Materials
49,William Orr Jr.,0.0,0.5306122448979591,0.693877551020408,0.9387755102040816,0.4489795918367345,0.5306122448979591,0.6238532110091743,0.7706422018348624,0.981651376146789,0.375,0.30612244897959173,False,False,True,2,Remedial Support
50,Dwayne Novak,0.8181818181818181,0.346938775510204,0.8163265306122447,0.9999999999999998,0.5918367346938773,0.4897959183673468,0.9357798165137615,0.8623853211009175,0.45871559633027525,0.25,0.6734693877551019,False,False,True,2,Remedial Support
51,Becky Cruz,0.8181818181818181,0.8979591836734693,0.204081632653061,0.36734693877551017,0.2857142857142856,0.30612244897959173,0.0,0.3853211009174312,0.6330275229357799,0.375,0.020408163265305923,False,True,False,1,Balanced Materials
52,Christopher Cain,0.09090909090909083,0.9591836734693875,0.5714285714285712,0.22448979591836715,0.693877551020408,0.693877551020408,0.5412844036697247,0.9357798165137615,0.9174311926605506,0.25,0.8367346938775508,False,False,True,2,Remedial Support
53,James Thompson,0.9999999999999998,0.5714285714285712,0.5306122448979591,0.8367346938775508,0.6734693877551019,0.9795918367346936,0.889908256880734,0.045871559633027525,0.5963302752293579,0.375,0.06122448979591821,False,True,False,1,Balanced Materials
54,Chad Bennett,0.09090909090909083,0.5714285714285712,0.18367346938775508,0.36734693877551017,0.04081632653061207,0.7346938775510203,0.9908256880733947,0.5963302752293579,0.5596330275229359,0.875,0.7755102040816324,False,False,True,2,Remedial Support
55,Jack Mitchell,0.18181818181818188,0.4489795918367345,0.8775510204081631,0.020408163265305923,0.1020408163265305,0.7142857142857142,0.7706422018348624,0.3211009174311927,0.22935779816513763,0.625,0.5714285714285712,False,True,False,1,Balanced Materials
56,David Barnett,0.8181818181818181,0.04081632653061207,0.9795918367346936,0.1020408163265305,0.9795918367346936,0.22448979591836715,0.8256880733944955,0.4128440366972478,0.28440366972477066,0.125,0.020408163265305923,False,True,False,1,Balanced Materials
57,Teresa Thompson,0.9999999999999998,0.9795918367346936,0.5510204081632653,0.22448979591836715,0.1020408163265305,0.1428571428571428,0.9357798165137615,0.6330275229357799,0.7981651376146789,0.25,0.08163265306122436,True,False,False,0,Advanced Resources
58,April Mendoza,0.5454545454545452,0.22448979591836715,0.9183673469387754,0.6122448979591835,0.04081632653061207,0.30612244897959173,0.42201834862385323,0.5688073394495413,0.3761467889908257,1.0,0.36734693877551017,False,False,True,2,Remedial Support
59,Karen Adams,0.9999999999999998,0.18367346938775508,0.7142857142857142,0.46938775510204067,0.6122448979591835,0.9183673469387754,0.3761467889908257,0.6605504587155964,0.28440366972477066,0.625,0.8775510204081631,False,True,False,1,Balanced Materials
60,Michelle Brown,0.09090909090909083,0.5510204081632653,0.4285714285714284,0.2448979591836733,0.9795918367346936,0.2448979591836733,0.4954128440366973,0.3944954128440367,0.5137614678899083,0.375,0.0,True,False,False,0,Advanced Resources
61,Melissa Hayes,0.36363636363636354,0.46938775510204067,0.020408163265305923,0.5306122448979591,0.7959183673469385,0.6530612244897958,0.1651376146788991,0.4495412844036698,0.47706422018348627,0.625,0.7551020408163263,True,False,False,0,Advanced Resources
62,Teresa Carlson,0.6363636363636365,0.12244897959183665,0.3265306122448979,0.2857142857142856,0.5714285714285712,0.3877551020408161,0.21100917431192662,0.6880733944954128,0.8440366972477065,0.25,0.8979591836734693,False,False,True,2,Remedial Support
63,Kristin Chavez,0.0,0.30612244897959173,0.9999999999999998,0.0,0.12244897959183665,0.7551020408163263,0.6146788990825688,0.6788990825688074,0.3577981651376147,0.375,0.22448979591836715,False,False,True,2,Remedial Support
64,David Williams,0.909090909090909,0.36734693877551017,0.5510204081632653,0.0,0.26530612244897944,0.36734693877551017,0.4862385321100918,0.7706422018348624,0.8715596330275229,0.875,0.7755102040816324,True,False,False,0,Advanced Resources
65,Jeffrey Rodriguez,0.9999999999999998,0.12244897959183665,0.0,0.020408163265305923,0.06122448979591821,0.6122448979591835,0.5596330275229359,0.4036697247706422,0.06422018348623854,0.125,0.7551020408163263,True,False,False,0,Advanced Resources
66,Erika Norman,0.36363636363636354,0.9387755102040816,0.8163265306122447,0.4897959183673468,0.46938775510204067,0.08163265306122436,0.3761467889908257,0.4678899082568807,0.8440366972477065,0.25,0.020408163265305923,False,False,True,2,Remedial Support
67,Sean Miller,0.36363636363636354,0.8979591836734693,0.46938775510204067,0.9999999999999998,0.26530612244897944,0.1428571428571428,0.4311926605504587,0.03669724770642202,0.3853211009174312,0.125,0.06122448979591821,True,False,False,0,Advanced Resources
68,Sheri Rodriguez,0.36363636363636354,0.16326530612244894,0.510204081632653,0.9795918367346936,0.2857142857142856,0.2448979591836733,0.4128440366972478,0.9541284403669724,0.22018348623853212,0.875,0.7346938775510203,False,True,False,1,Balanced Materials
69,Alfred Cox,0.9999999999999998,0.04081632653061207,0.4897959183673468,0.8775510204081631,0.08163265306122436,0.510204081632653,0.7614678899082569,0.1651376146788991,0.6880733944954128,0.0,0.9795918367346936,False,False,True,2,Remedial Support
70,Allen Johnson,0.45454545454545436,0.204081632653061,0.8979591836734693,0.4897959183673468,0.7142857142857142,0.510204081632653,0.9357798165137615,0.1559633027522936,0.10091743119266056,0.125,0.08163265306122436,False,True,False,1,Balanced Materials
71,Cassandra Foster DVM,0.8181818181818181,0.6122448979591835,0.7755102040816324,0.5510204081632653,0.8163265306122447,0.020408163265305923,1.0,0.6972477064220184,0.6422018348623854,0.75,0.9591836734693875,True,False,False,0,Advanced Resources
72,Amber Lyons,0.5454545454545452,0.8775510204081631,0.8367346938775508,0.9387755102040816,0.7755102040816324,0.2448979591836733,0.4495412844036698,0.5504587155963303,0.14678899082568808,0.75,0.2448979591836733,False,True,False,1,Balanced Materials
73,Dale Mccoy,0.6363636363636365,0.857142857142857,0.36734693877551017,0.9999999999999998,0.6326530612244896,0.06122448979591821,0.5596330275229359,0.8440366972477065,0.7889908256880734,0.25,0.06122448979591821,False,False,True,2,Remedial Support
74,Patricia Wood,0.6363636363636365,0.3877551020408161,0.5714285714285712,0.4285714285714284,0.5306122448979591,0.36734693877551017,0.5137614678899083,0.7155963302752294,0.06422018348623854,0.875,0.8163265306122447,False,True,False,1,Balanced Materials
75,Emily Peters,0.0,0.26530612244897944,0.7755102040816324,0.9387755102040816,0.9999999999999998,0.8367346938775508,0.4495412844036698,0.889908256880734,0.853211009174312,1.0,0.510204081632653,False,False,True,2,Remedial Support
76,Albert Ellis,0.2727272727272727,0.9183673469387754,0.46938775510204067,0.2448979591836733,0.5918367346938773,0.857142857142857,0.6146788990825688,0.779816513761468,0.779816513761468,1.0,0.9999999999999998,False,False,True,2,Remedial Support
77,Brooke Mack,0.45454545454545436,0.8979591836734693,0.6326530612244896,0.7142857142857142,0.5714285714285712,0.7142857142857142,0.26605504587155965,1.0,0.2018348623853211,0.625,0.8979591836734693,True,False,False,0,Advanced Resources
78,Steve Walters,0.909090909090909,0.2448979591836733,0.7346938775510203,0.9183673469387754,0.12244897959183665,0.12244897959183665,0.8256880733944955,0.06422018348623854,0.981651376146789,0.0,0.04081632653061207,True,False,False,0,Advanced Resources
79,Jennifer Mendoza,0.45454545454545436,0.16326530612244894,0.8979591836734693,0.6122448979591835,0.5510204081632653,0.9387755102040816,0.9174311926605506,0.743119266055046,0.3211009174311927,1.0,0.7551020408163263,False,False,True,2,Remedial Support
80,Tracy Moore,0.36363636363636354,0.9591836734693875,0.9999999999999998,0.46938775510204067,0.08163265306122436,0.3877551020408161,0.5045871559633027,0.9724770642201835,0.4036697247706422,0.0,0.4285714285714284,True,False,False,0,Advanced Resources
81,Denise Walker,0.9999999999999998,0.1428571428571428,0.0,0.3877551020408161,0.9183673469387754,0.9795918367346936,0.3761467889908257,0.23853211009174313,0.29357798165137616,1.0,0.6122448979591835,False,True,False,1,Balanced Materials
82,Robin Stuart,0.0,0.9387755102040816,0.7346938775510203,0.8163265306122447,0.8163265306122447,0.3265306122448979,0.1743119266055046,0.03669724770642202,0.8073394495412844,0.375,0.3877551020408161,False,False,True,2,Remedial Support
83,Samantha Mendoza,0.909090909090909,0.346938775510204,0.5918367346938773,0.3877551020408161,0.2857142857142856,0.5510204081632653,0.25688073394495414,0.9174311926605506,0.6422018348623854,0.125,0.2857142857142856,True,False,False,0,Advanced Resources
84,Alan Santos,0.0,0.08163265306122436,0.2448979591836733,0.5306122448979591,0.12244897959183665,0.2857142857142856,0.7339449541284404,0.981651376146789,0.779816513761468,0.75,0.6122448979591835,False,True,False,1,Balanced Materials
85,Karen Miller,0.5454545454545452,0.46938775510204067,0.3877551020408161,0.26530612244897944,0.4897959183673468,0.7346938775510203,0.6146788990825688,0.8990825688073395,0.3761467889908257,0.875,0.7346938775510203,True,False,False,0,Advanced Resources
86,Ricardo Dixon,0.09090909090909083,0.510204081632653,0.3265306122448979,0.04081632653061207,0.9999999999999998,0.2857142857142856,0.9357798165137615,0.27522935779816515,0.23853211009174313,0.0,0.4285714285714284,True,False,False,0,Advanced Resources
87,Matthew Gibson,0.0,0.30612244897959173,0.5714285714285712,0.5306122448979591,0.16326530612244894,0.5714285714285712,0.8807339449541285,0.4954128440366973,0.4036697247706422,0.625,0.30612244897959173,False,False,True,2,Remedial Support
88,Patrick Mendez,0.18181818181818188,0.30612244897959173,0.6734693877551019,0.7551020408163263,0.8979591836734693,0.7142857142857142,0.6238532110091743,0.706422018348624,0.4036697247706422,0.625,0.6530612244897958,False,False,True,2,Remedial Support
89,Ronald Smith,0.18181818181818188,0.9387755102040816,0.36734693877551017,0.36734693877551017,0.857142857142857,0.7551020408163263,0.29357798165137616,0.14678899082568808,0.4678899082568807,0.25,0.5714285714285712,True,False,False,0,Advanced Resources
90,John Gutierrez,0.909090909090909,0.9999999999999998,0.5714285714285712,0.4897959183673468,0.4489795918367345,0.9183673469387754,0.3119266055045872,0.981651376146789,0.5045871559633027,0.0,0.5306122448979591,True,False,False,0,Advanced Resources
91,James Berg,0.09090909090909083,0.8163265306122447,0.3877551020408161,0.04081632653061207,0.8163265306122447,0.22448979591836715,0.8256880733944955,0.7981651376146789,0.07339449541284404,0.125,0.6734693877551019,True,False,False,0,Advanced Resources
92,John Sanchez,0.8181818181818181,0.510204081632653,0.2857142857142856,0.22448979591836715,0.16326530612244894,0.9591836734693875,0.6146788990825688,0.11926605504587157,0.1559633027522936,0.125,0.9183673469387754,True,False,False,0,Advanced Resources
93,Edward Morris,0.6363636363636365,0.7142857142857142,0.7346938775510203,0.2448979591836733,0.020408163265305923,0.857142857142857,0.6055045871559633,0.1743119266055046,0.7889908256880734,0.25,0.5918367346938773,False,True,False,1,Balanced Materials
94,Craig Medina,0.6363636363636365,0.0,0.3877551020408161,0.8163265306122447,0.9999999999999998,0.8979591836734693,0.5321100917431193,0.2018348623853211,0.09174311926605505,0.625,0.2448979591836733,False,True,False,1,Balanced Materials
95,Zachary Camacho,0.909090909090909,0.8163265306122447,0.9795918367346936,0.36734693877551017,0.18367346938775508,0.26530612244897944,0.44036697247706424,0.6972477064220184,0.7981651376146789,0.125,0.857142857142857,True,False,False,0,Advanced Resources
96,Joshua Ortiz Jr.,0.909090909090909,0.2857142857142856,0.08163265306122436,0.3265306122448979,0.7346938775510203,0.6326530612244896,0.3853211009174312,0.706422018348624,0.05504587155963303,0.25,0.693877551020408,True,False,False,0,Advanced Resources
97,Jessica Collins,0.8181818181818181,0.020408163265305923,0.9183673469387754,0.5510204081632653,0.6530612244897958,0.8775510204081631,0.3669724770642202,0.06422018348623854,0.6146788990825688,0.125,0.693877551020408,True,False,False,0,Advanced Resources
98,Kendra Collins,0.45454545454545436,0.9183673469387754,0.1020408163265305,0.5714285714285712,0.5918367346938773,0.36734693877551017,0.027522935779816515,0.5871559633027523,0.3853211009174312,0.5,0.8979591836734693,False,False,True,2,Remedial Support
99,Bruce Barber,0.36363636363636354,0.1020408163265305,0.7142857142857142,0.18367346938775508,0.6734693877551019,0.08163265306122436,0.7155963302752294,0.1834862385321101,0.779816513761468,0.5,0.9999999999999998,True,False,False,0,Advanced Resources
100,Chelsea Morgan,0.36363636363636354,0.857142857142857,0.020408163265305923,0.8979591836734693,0.1428571428571428,0.7959183673469385,0.07339449541284404,0.908256880733945,0.07339449541284404,0.75,0.0,False,False,True,2,Remedial Support
101,Jessica Sandoval,0.18181818181818188,0.06122448979591821,0.5510204081632653,0.16326530612244894,0.16326530612244894,0.9591836734693875,0.24770642201834864,0.13761467889908258,0.3394495412844037,0.875,0.9183673469387754,False,True,False,1,Balanced Materials
102,Nicholas Wong,0.8181818181818181,0.16326530612244894,0.7346938775510203,0.22448979591836715,0.16326530612244894,0.857142857142857,0.47706422018348627,0.7155963302752294,0.3119266055045872,0.25,0.7142857142857142,False,False,True,2,Remedial Support
103,Jonathan Page,0.909090909090909,0.8367346938775508,0.4489795918367345,0.204081632653061,0.06122448979591821,0.857142857142857,0.6055045871559633,1.0,0.6146788990825688,0.875,0.7142857142857142,True,False,False,0,Advanced Resources
104,Laura Roy,0.7272727272727273,0.46938775510204067,0.40816326530612224,0.9183673469387754,0.06122448979591821,0.04081632653061207,0.8715596330275229,0.908256880733945,0.81651376146789,0.5,0.6122448979591835,False,True,False,1,Balanced Materials
105,Kelli Mcclain,0.2727272727272727,0.020408163265305923,0.5714285714285712,0.857142857142857,0.46938775510204067,0.46938775510204067,0.9266055045871561,0.7522935779816514,0.3302752293577982,0.0,0.9795918367346936,False,True,False,1,Balanced Materials
106,Donald Stark,0.8181818181818181,0.6326530612244896,0.5714285714285712,0.6326530612244896,0.5918367346938773,0.693877551020408,0.889908256880734,0.06422018348623854,0.6697247706422019,0.25,0.6326530612244896,True,False,False,0,Advanced Resources
107,Caleb Dennis,0.909090909090909,0.2448979591836733,0.46938775510204067,0.9183673469387754,0.46938775510204067,0.3265306122448979,0.1926605504587156,0.9266055045871561,0.22935779816513763,0.625,0.9795918367346936,False,False,True,2,Remedial Support
108,Elaine Mccoy,0.5454545454545452,0.020408163265305923,0.204081632653061,0.9999999999999998,0.510204081632653,0.9999999999999998,0.11009174311926606,0.8348623853211009,0.05504587155963303,0.5,0.30612244897959173,True,False,False,0,Advanced Resources
109,Jamie Barr,0.2727272727272727,0.5306122448979591,0.6326530612244896,0.6326530612244896,0.9387755102040816,0.7142857142857142,0.7889908256880734,0.3486238532110092,0.7981651376146789,0.625,0.46938775510204067,False,False,True,2,Remedial Support
110,Taylor Johnson,0.18181818181818188,0.9795918367346936,0.40816326530612224,0.8775510204081631,0.1020408163265305,0.7346938775510203,0.6697247706422019,0.1926605504587156,0.1743119266055046,0.25,0.5306122448979591,False,True,False,1,Balanced Materials
111,Justin Smith,0.09090909090909083,0.693877551020408,0.7551020408163263,0.7755102040816324,0.1020408163265305,0.7346938775510203,0.6972477064220184,0.889908256880734,0.3394495412844037,0.375,0.18367346938775508,False,False,True,2,Remedial Support
112,Melvin Norris,0.0,0.510204081632653,0.9183673469387754,0.857142857142857,0.7142857142857142,0.16326530612244894,0.6146788990825688,0.8348623853211009,0.9541284403669724,0.75,0.4897959183673468,True,False,False,0,Advanced Resources
113,Brittney Scott,0.45454545454545436,0.9387755102040816,0.8979591836734693,0.9795918367346936,0.020408163265305923,0.9795918367346936,0.7889908256880734,0.3302752293577982,0.22018348623853212,0.75,0.5918367346938773,False,False,True,2,Remedial Support
114,Joshua Rodriguez,0.909090909090909,0.6326530612244896,0.1428571428571428,0.4897959183673468,0.1020408163265305,0.1020408163265305,1.0,0.7155963302752294,0.5229357798165138,0.125,0.26530612244897944,True,False,False,0,Advanced Resources
115,Thomas Estes,0.18181818181818188,0.22448979591836715,0.020408163265305923,0.6326530612244896,0.06122448979591821,0.7142857142857142,0.8715596330275229,0.08256880733944955,0.27522935779816515,0.375,0.2448979591836733,True,False,False,0,Advanced Resources
116,Charles Elliott,0.9999999999999998,0.7346938775510203,0.36734693877551017,0.5918367346938773,0.857142857142857,0.2448979591836733,0.45871559633027525,0.5596330275229359,0.1834862385321101,0.375,0.7551020408163263,True,False,False,0,Advanced Resources
